Query Time,Frame Start Time,Frame End Time,Image Acquisition Time,Blank1,L1 Rad Created,L1 Rad Available,L1 Availablity Time,Blank2,L2 ABI-L2-MCMIPC Created,L2 ABI-L2-MCMIPC Available,L2 ABI-L2-FDCC Created,L2 ABI-L2-FDCC Available,L2 ABI-L2-ACMC Created,L2 ABI-L2-ACMC Available,L1 Rad Downloaded,L2 ABI-L2-FDCC Downloaded,Total Time
2022-08-01 13:30:37.450601+00:00,2022-08-01 13:31:17.300000+00:00,2022-08-01 13:33:55.056249856+00:00,157,,2022-08-01 13:34:00.200000+00:00,2022-08-01 13:34:29.753626+00:00,34,,2022-08-01 13:34:05.800000+00:00,2022-08-01 13:34:35.787334+00:00,2022-08-01 13:34:17.700000+00:00,2022-08-01 13:34:33.524796+00:00,2022-08-01 13:35:07.300000+00:00,2022-08-01 13:35:18.127855+00:00,2022-08-01 13:35:20.689522+00:00,2022-08-01 13:35:21.434398+00:00,86
2022-08-01 13:35:21.443850+00:00,2022-08-01 13:36:17.300000+00:00,2022-08-01 13:38:55.049999872+00:00,157,,2022-08-01 13:39:00.600000+00:00,2022-08-01 13:39:30.844867+00:00,35,,2022-08-01 13:39:07.300000+00:00,2022-08-01 13:39:34.704745+00:00,2022-08-01 13:39:21.100000+00:00,2022-08-01 13:39:34.835909+00:00,2022-08-01 13:40:15.700000+00:00,2022-08-01 13:40:38.556374+00:00,2022-08-01 13:40:40.928856+00:00,2022-08-01 13:40:41.656062+00:00,106
2022-08-01 13:40:41.664845+00:00,2022-08-01 13:41:17.300000+00:00,2022-08-01 13:43:55.056250112+00:00,157,,2022-08-01 13:44:01.100000+00:00,2022-08-01 13:44:18.444793+00:00,23,,2022-08-01 13:44:05.900000+00:00,2022-08-01 13:44:36.517563+00:00,2022-08-01 13:44:17.100000+00:00,2022-08-01 13:44:36.652186+00:00,2022-08-01 13:45:09.400000+00:00,2022-08-01 13:45:19.793332+00:00,2022-08-01 13:45:22.295564+00:00,2022-08-01 13:45:23.036175+00:00,87
2022-08-01 13:45:23.044788+00:00,2022-08-01 13:46:17.300000+00:00,2022-08-01 13:48:55.049999872+00:00,157,,2022-08-01 13:49:01.500000+00:00,2022-08-01 13:49:16.499931+00:00,21,,2022-08-01 13:49:05.400000+00:00,2022-08-01 13:49:35.793891+00:00,2022-08-01 13:49:16+00:00,2022-08-01 13:49:34.723908+00:00,2022-08-01 13:50:09.400000+00:00,2022-08-01 13:50:22.720066+00:00,2022-08-01 13:50:25.288132+00:00,2022-08-01 13:50:26.019252+00:00,90
2022-08-01 13:50:26.027819+00:00,2022-08-01 13:51:17.300000+00:00,2022-08-01 13:53:55.049999872+00:00,157,,2022-08-01 13:54:01.700000+00:00,2022-08-01 13:54:22.926207+00:00,27,,2022-08-01 13:54:05.500000+00:00,2022-08-01 13:54:39.843326+00:00,2022-08-01 13:54:16.200000+00:00,2022-08-01 13:54:36.340436+00:00,2022-08-01 13:55:10.300000+00:00,2022-08-01 13:55:19.631323+00:00,2022-08-01 13:55:22.127635+00:00,2022-08-01 13:55:22.894110+00:00,87
2022-08-01 13:55:22.903641+00:00,2022-08-01 13:56:17.300000+00:00,2022-08-01 13:58:55.049999872+00:00,157,,2022-08-01 13:59:01+00:00,2022-08-01 13:59:24.611306+00:00,29,,2022-08-01 13:59:04.800000+00:00,2022-08-01 13:59:24.757240+00:00,2022-08-01 13:59:16.800000+00:00,2022-08-01 13:59:38.331600+00:00,2022-08-01 14:00:13+00:00,2022-08-01 14:00:25.227766+00:00,2022-08-01 14:00:27.917793+00:00,2022-08-01 14:00:28.797503+00:00,93
2022-08-01 14:04:13.548472+00:00,2022-08-01 14:06:17.300000+00:00,2022-08-01 14:08:55.050000128+00:00,157,,2022-08-01 14:09:01.700000+00:00,2022-08-01 14:09:36.438857+00:00,41,,2022-08-01 14:09:06.700000+00:00,2022-08-01 14:09:36.503138+00:00,2022-08-01 14:09:20.300000+00:00,2022-08-01 14:09:37.829049+00:00,2022-08-01 14:10:07.300000+00:00,2022-08-01 14:10:25.750056+00:00,2022-08-01 14:10:28.147557+00:00,2022-08-01 14:10:28.881961+00:00,93
2022-08-01 14:10:28.890319+00:00,2022-08-01 14:11:17.300000+00:00,2022-08-01 14:13:55.056249856+00:00,157,,2022-08-01 14:14:01.400000+00:00,2022-08-01 14:14:25.318560+00:00,30,,2022-08-01 14:14:05.900000+00:00,2022-08-01 14:14:26.574704+00:00,2022-08-01 14:14:20.100000+00:00,2022-08-01 14:14:39.973131+00:00,2022-08-01 14:15:17.400000+00:00,2022-08-01 14:15:21.853523+00:00,2022-08-01 14:15:24.324477+00:00,2022-08-01 14:15:25.071448+00:00,90
2022-08-01 14:15:25.079874+00:00,2022-08-01 14:16:17.300000+00:00,2022-08-01 14:18:55.049999872+00:00,157,,2022-08-01 14:19:01.300000+00:00,2022-08-01 14:19:23.307471+00:00,28,,2022-08-01 14:19:05.300000+00:00,2022-08-01 14:19:23.377884+00:00,2022-08-01 14:19:17.600000+00:00,2022-08-01 14:19:38.150197+00:00,2022-08-01 14:20:03.200000+00:00,2022-08-01 14:20:23.710017+00:00,2022-08-01 14:20:26.207718+00:00,2022-08-01 14:20:26.948956+00:00,91
2022-08-01 14:20:26.957507+00:00,2022-08-01 14:21:17.300000+00:00,2022-08-01 14:23:55.049999872+00:00,157,,2022-08-01 14:24:03+00:00,2022-08-01 14:24:20.973385+00:00,25,,2022-08-01 14:24:07.100000+00:00,2022-08-01 14:24:25.843773+00:00,2022-08-01 14:24:19.600000+00:00,2022-08-01 14:24:40.469463+00:00,2022-08-01 14:25:15.500000+00:00,2022-08-01 14:25:22.560819+00:00,2022-08-01 14:25:25.053926+00:00,2022-08-01 14:25:25.792763+00:00,90
2022-08-01 14:25:25.801431+00:00,2022-08-01 14:26:17.300000+00:00,2022-08-01 14:28:55.049999872+00:00,157,,2022-08-01 14:29:02+00:00,2022-08-01 14:29:20.868916+00:00,25,,2022-08-01 14:29:05.600000+00:00,2022-08-01 14:29:25.745368+00:00,2022-08-01 14:29:17+00:00,2022-08-01 14:29:23.483090+00:00,2022-08-01 14:30:08.300000+00:00,2022-08-01 14:30:26.209941+00:00,2022-08-01 14:30:28.672622+00:00,2022-08-01 14:30:29.414836+00:00,94
2022-08-01 14:30:29.424225+00:00,2022-08-01 14:31:17.300000+00:00,2022-08-01 14:33:55.049999872+00:00,157,,2022-08-01 14:34:01.100000+00:00,2022-08-01 14:34:25.611561+00:00,30,,2022-08-01 14:34:05.200000+00:00,2022-08-01 14:34:25.677465+00:00,2022-08-01 14:34:16.700000+00:00,2022-08-01 14:34:26.995065+00:00,2022-08-01 14:35:06.300000+00:00,2022-08-01 14:35:24.698299+00:00,2022-08-01 14:35:27.272305+00:00,2022-08-01 14:35:28.141660+00:00,93
2022-08-01 14:35:28.162984+00:00,2022-08-01 14:36:17.300000+00:00,2022-08-01 14:38:55.049999872+00:00,157,,2022-08-01 14:39:00.100000+00:00,2022-08-01 14:39:29.368624+00:00,34,,2022-08-01 14:39:06.100000+00:00,2022-08-01 14:39:29.436256+00:00,2022-08-01 14:39:19.400000+00:00,2022-08-01 14:39:29.568031+00:00,2022-08-01 14:40:15.100000+00:00,2022-08-01 14:40:31.884478+00:00,2022-08-01 14:40:35.062847+00:00,2022-08-01 14:40:37.578977+00:00,102
2022-08-01 14:40:37.588056+00:00,2022-08-01 14:41:17.300000+00:00,2022-08-01 14:43:55.049999872+00:00,157,,2022-08-01 14:44:01.100000+00:00,2022-08-01 14:44:30.575863+00:00,35,,2022-08-01 14:44:04.900000+00:00,2022-08-01 14:44:33.136424+00:00,2022-08-01 14:44:18.200000+00:00,2022-08-01 14:44:32.066592+00:00,2022-08-01 14:45:09.100000+00:00,2022-08-01 14:45:29.974974+00:00,2022-08-01 14:45:32.466990+00:00,2022-08-01 14:45:33.213125+00:00,98
2022-08-01 14:45:33.222995+00:00,2022-08-01 14:46:17.300000+00:00,2022-08-01 14:48:55.068750080+00:00,157,,2022-08-01 14:49:00.900000+00:00,2022-08-01 14:49:28.570716+00:00,33,,2022-08-01 14:49:05.100000+00:00,2022-08-01 14:49:31.054356+00:00,2022-08-01 14:49:16.400000+00:00,2022-08-01 14:49:29.989675+00:00,2022-08-01 14:50:07.600000+00:00,2022-08-01 14:50:31.394496+00:00,2022-08-01 14:50:33.873107+00:00,2022-08-01 14:50:34.657582+00:00,99
2022-08-01 14:50:34.668501+00:00,2022-08-01 14:51:17.300000+00:00,2022-08-01 14:53:55.049999872+00:00,157,,2022-08-01 14:54:01.200000+00:00,2022-08-01 14:54:27.120623+00:00,32,,2022-08-01 14:54:08.400000+00:00,2022-08-01 14:54:27.188704+00:00,2022-08-01 14:54:19.800000+00:00,2022-08-01 14:54:27.331895+00:00,2022-08-01 14:55:11.600000+00:00,2022-08-01 14:55:28.670039+00:00,2022-08-01 14:55:31.154259+00:00,2022-08-01 14:55:31.912322+00:00,96
2022-08-01 14:55:31.926531+00:00,2022-08-01 14:56:17.300000+00:00,2022-08-01 14:58:55.049999872+00:00,157,,2022-08-01 14:59:00.600000+00:00,2022-08-01 14:59:22.717292+00:00,27,,2022-08-01 14:59:05.600000+00:00,2022-08-01 14:59:22.874600+00:00,2022-08-01 14:59:17.200000+00:00,2022-08-01 14:59:38.006372+00:00,2022-08-01 15:00:13.300000+00:00,2022-08-01 15:00:24.423217+00:00,2022-08-01 15:00:27.094450+00:00,2022-08-01 15:00:27.948869+00:00,92
2022-08-01 15:04:12.891053+00:00,2022-08-01 15:06:17.300000+00:00,2022-08-01 15:08:55.049999872+00:00,157,,2022-08-01 15:09:00.700000+00:00,2022-08-01 15:09:32.710189+00:00,37,,2022-08-01 15:09:08.300000+00:00,2022-08-01 15:09:32.778125+00:00,2022-08-01 15:09:22.500000+00:00,2022-08-01 15:09:32.914214+00:00,2022-08-01 15:10:21+00:00,2022-08-01 15:10:33.226852+00:00,2022-08-01 15:10:35.775046+00:00,2022-08-01 15:10:36.529044+00:00,101
2022-08-01 15:10:36.540434+00:00,2022-08-01 15:11:17.300000+00:00,2022-08-01 15:13:55.049999872+00:00,157,,2022-08-01 15:14:01.400000+00:00,2022-08-01 15:14:28.303748+00:00,33,,2022-08-01 15:14:05.700000+00:00,2022-08-01 15:14:33.160879+00:00,2022-08-01 15:14:19.400000+00:00,2022-08-01 15:14:32.093381+00:00,2022-08-01 15:15:17.800000+00:00,2022-08-01 15:15:28.090721+00:00,2022-08-01 15:15:30.788402+00:00,2022-08-01 15:15:31.547104+00:00,96
2022-08-01 15:15:31.557870+00:00,2022-08-01 15:16:17.300000+00:00,2022-08-01 15:18:55.049999872+00:00,157,,2022-08-01 15:19:00.600000+00:00,2022-08-01 15:19:25.875788+00:00,30,,2022-08-01 15:19:05.200000+00:00,2022-08-01 15:19:27.130818+00:00,2022-08-01 15:19:18.400000+00:00,2022-08-01 15:19:27.284408+00:00,2022-08-01 15:20:11.900000+00:00,2022-08-01 15:20:32.317129+00:00,2022-08-01 15:20:34.835705+00:00,2022-08-01 15:20:35.622449+00:00,100
2022-08-01 15:20:35.632867+00:00,2022-08-01 15:21:17.300000+00:00,2022-08-01 15:23:55.049999872+00:00,157,,2022-08-01 15:24:02+00:00,2022-08-01 15:24:42.470377+00:00,47,,2022-08-01 15:24:07.600000+00:00,2022-08-01 15:24:42.538527+00:00,2022-08-01 15:24:21.500000+00:00,2022-08-01 15:24:42.669466+00:00,2022-08-01 15:25:13.400000+00:00,2022-08-01 15:25:27.358041+00:00,2022-08-01 15:25:30.475957+00:00,2022-08-01 15:25:31.744321+00:00,96
2022-08-01 15:25:31.753924+00:00,2022-08-01 15:26:17.300000+00:00,2022-08-01 15:28:55.049999872+00:00,157,,2022-08-01 15:28:59.900000+00:00,2022-08-01 15:29:25.432663+00:00,30,,2022-08-01 15:29:04.900000+00:00,2022-08-01 15:29:25.501786+00:00,2022-08-01 15:29:16.200000+00:00,2022-08-01 15:29:25.631805+00:00,2022-08-01 15:30:06.700000+00:00,2022-08-01 15:30:25.729353+00:00,2022-08-01 15:30:28.236907+00:00,2022-08-01 15:30:28.992709+00:00,93
2022-08-01 15:30:29.003076+00:00,2022-08-01 15:31:17.300000+00:00,2022-08-01 15:33:55.049999872+00:00,157,,2022-08-01 15:34:01+00:00,2022-08-01 15:34:23.099421+00:00,28,,2022-08-01 15:34:04.600000+00:00,2022-08-01 15:34:25.558251+00:00,2022-08-01 15:34:17.700000+00:00,2022-08-01 15:34:38.880199+00:00,2022-08-01 15:35:08.300000+00:00,2022-08-01 15:35:21.063055+00:00,2022-08-01 15:35:23.622720+00:00,2022-08-01 15:35:24.422564+00:00,89
2022-08-01 15:35:24.433025+00:00,2022-08-01 15:36:17.300000+00:00,2022-08-01 15:38:55.056249856+00:00,157,,2022-08-01 15:39:01.800000+00:00,2022-08-01 15:39:21.299594+00:00,26,,2022-08-01 15:39:05+00:00,2022-08-01 15:39:23.751103+00:00,2022-08-01 15:39:19.400000+00:00,2022-08-01 15:39:38.254108+00:00,2022-08-01 15:40:10.400000+00:00,2022-08-01 15:40:27.710813+00:00,2022-08-01 15:40:30.269760+00:00,2022-08-01 15:40:31.028531+00:00,95
2022-08-01 15:40:31.039056+00:00,2022-08-01 15:41:17.300000+00:00,2022-08-01 15:43:55.056249856+00:00,157,,2022-08-01 15:44:00.900000+00:00,2022-08-01 15:44:26.109896+00:00,31,,2022-08-01 15:44:05.300000+00:00,2022-08-01 15:44:26.178677+00:00,2022-08-01 15:44:18.700000+00:00,2022-08-01 15:44:26.335267+00:00,2022-08-01 15:45:16+00:00,2022-08-01 15:45:22.684756+00:00,2022-08-01 15:45:25.108150+00:00,2022-08-01 15:45:25.862765+00:00,90
2022-08-01 15:45:25.873219+00:00,2022-08-01 15:46:17.300000+00:00,2022-08-01 15:48:55.068750080+00:00,157,,2022-08-01 15:49:00.600000+00:00,2022-08-01 15:49:21.718032+00:00,26,,2022-08-01 15:49:05.300000+00:00,2022-08-01 15:49:37.711854+00:00,2022-08-01 15:49:17.400000+00:00,2022-08-01 15:49:37.841526+00:00,2022-08-01 15:50:11.400000+00:00,2022-08-01 15:50:22.361047+00:00,2022-08-01 15:50:24.858971+00:00,2022-08-01 15:50:25.615770+00:00,90
2022-08-01 15:50:25.626152+00:00,2022-08-01 15:51:17.400000+00:00,2022-08-01 15:53:55.049999872+00:00,157,,2022-08-01 15:54:01.400000+00:00,2022-08-01 15:54:31.741285+00:00,36,,2022-08-01 15:54:05+00:00,2022-08-01 15:54:37.802568+00:00,2022-08-01 15:54:19.700000+00:00,2022-08-01 15:54:35.516953+00:00,2022-08-01 15:55:14+00:00,2022-08-01 15:55:18.576439+00:00,2022-08-01 15:55:20.987554+00:00,2022-08-01 15:55:21.742052+00:00,86
2022-08-01 15:55:21.755609+00:00,2022-08-01 15:56:17.400000+00:00,2022-08-01 15:58:55.049999872+00:00,157,,2022-08-01 15:59:00.400000+00:00,2022-08-01 15:59:23.029499+00:00,27,,2022-08-01 15:59:05.300000+00:00,2022-08-01 15:59:23.217553+00:00,2022-08-01 15:59:16.600000+00:00,2022-08-01 15:59:36.004024+00:00,2022-08-01 16:00:06.200000+00:00,2022-08-01 16:00:23.042472+00:00,2022-08-01 16:00:25.727803+00:00,2022-08-01 16:00:26.951172+00:00,91
2022-08-01 16:04:11.755874+00:00,2022-08-01 16:06:17.400000+00:00,2022-08-01 16:08:55.049999872+00:00,157,,2022-08-01 16:09:00+00:00,2022-08-01 16:09:30.180937+00:00,35,,2022-08-01 16:09:09.800000+00:00,2022-08-01 16:09:35.081011+00:00,2022-08-01 16:09:22.600000+00:00,2022-08-01 16:09:34.015150+00:00,2022-08-01 16:10:19.900000+00:00,2022-08-01 16:10:38.660096+00:00,2022-08-01 16:10:41.077955+00:00,2022-08-01 16:10:41.844636+00:00,106
2022-08-01 16:10:41.856325+00:00,2022-08-01 16:11:17.400000+00:00,2022-08-01 16:13:55.049999872+00:00,157,,2022-08-01 16:14:02.700000+00:00,2022-08-01 16:14:37.395358+00:00,42,,2022-08-01 16:14:06.200000+00:00,2022-08-01 16:14:37.464125+00:00,2022-08-01 16:14:19.800000+00:00,2022-08-01 16:14:42.405749+00:00,2022-08-01 16:15:22.700000+00:00,2022-08-01 16:15:42.242288+00:00,2022-08-01 16:15:44.756548+00:00,2022-08-01 16:15:45.512018+00:00,110
2022-08-01 16:15:45.522681+00:00,2022-08-01 16:16:17.400000+00:00,2022-08-01 16:18:55.056249856+00:00,157,,2022-08-01 16:19:00.300000+00:00,2022-08-01 16:19:30.392280+00:00,35,,2022-08-01 16:19:05.900000+00:00,2022-08-01 16:19:35.216168+00:00,2022-08-01 16:19:16.900000+00:00,2022-08-01 16:19:32.962686+00:00,2022-08-01 16:20:07.600000+00:00,2022-08-01 16:20:22.980891+00:00,2022-08-01 16:20:25.762572+00:00,2022-08-01 16:20:26.685353+00:00,91
2022-08-01 16:20:26.697773+00:00,2022-08-01 16:21:17.400000+00:00,2022-08-01 16:23:55.062499840+00:00,157,,2022-08-01 16:24:02.100000+00:00,2022-08-01 16:24:30.542250+00:00,35,,2022-08-01 16:24:05+00:00,2022-08-01 16:24:36.585671+00:00,2022-08-01 16:24:21.900000+00:00,2022-08-01 16:24:35.517330+00:00,2022-08-01 16:25:18.400000+00:00,2022-08-01 16:25:36.731991+00:00,2022-08-01 16:25:39.311348+00:00,2022-08-01 16:25:40.072894+00:00,105
2022-08-01 16:25:40.084165+00:00,2022-08-01 16:26:17.400000+00:00,2022-08-01 16:28:55.056249856+00:00,157,,2022-08-01 16:29:01.300000+00:00,2022-08-01 16:29:34.709670+00:00,39,,2022-08-01 16:29:05.300000+00:00,2022-08-01 16:29:34.777132+00:00,2022-08-01 16:29:17.200000+00:00,2022-08-01 16:29:34.907747+00:00,2022-08-01 16:30:05.600000+00:00,2022-08-01 16:30:36.736702+00:00,2022-08-01 16:30:39.299590+00:00,2022-08-01 16:30:40.100206+00:00,105
2022-08-01 16:30:40.111934+00:00,2022-08-01 16:31:17.400000+00:00,2022-08-01 16:33:55.075000064+00:00,157,,2022-08-01 16:34:01.400000+00:00,2022-08-01 16:34:28.343039+00:00,33,,2022-08-01 16:34:05.200000+00:00,2022-08-01 16:34:34.371750+00:00,2022-08-01 16:34:17.300000+00:00,2022-08-01 16:34:33.307224+00:00,2022-08-01 16:35:09.900000+00:00,2022-08-01 16:35:14.281195+00:00,2022-08-01 16:35:16.920816+00:00,2022-08-01 16:35:17.805401+00:00,82
2022-08-01 16:35:17.817594+00:00,2022-08-01 16:36:17.400000+00:00,2022-08-01 16:38:55.075000064+00:00,157,,2022-08-01 16:39:01.300000+00:00,2022-08-01 16:39:32.923043+00:00,37,,2022-08-01 16:39:04.900000+00:00,2022-08-01 16:39:32.995748+00:00,2022-08-01 16:39:20.200000+00:00,2022-08-01 16:39:33.134556+00:00,2022-08-01 16:40:08+00:00,2022-08-01 16:40:33.434803+00:00,2022-08-01 16:40:35.888920+00:00,2022-08-01 16:40:36.656035+00:00,101
2022-08-01 16:40:36.668311+00:00,2022-08-01 16:41:17.400000+00:00,2022-08-01 16:43:55.056249856+00:00,157,,2022-08-01 16:44:01.400000+00:00,2022-08-01 16:44:28.895092+00:00,33,,2022-08-01 16:44:05.900000+00:00,2022-08-01 16:44:31.364841+00:00,2022-08-01 16:44:18.700000+00:00,2022-08-01 16:44:30.294283+00:00,2022-08-01 16:45:07.500000+00:00,2022-08-01 16:45:29.225105+00:00,2022-08-01 16:45:31.803109+00:00,2022-08-01 16:45:32.609517+00:00,97
2022-08-01 16:45:32.621610+00:00,2022-08-01 16:46:17.400000+00:00,2022-08-01 16:48:55.056249856+00:00,157,,2022-08-01 16:49:00.300000+00:00,2022-08-01 16:49:23.757910+00:00,28,,2022-08-01 16:49:05.500000+00:00,2022-08-01 16:49:27.427948+00:00,2022-08-01 16:49:17.200000+00:00,2022-08-01 16:49:25.155859+00:00,2022-08-01 16:50:06.400000+00:00,2022-08-01 16:50:27.857168+00:00,2022-08-01 16:50:31.349577+00:00,2022-08-01 16:50:32.684639+00:00,97
2022-08-01 16:50:32.696261+00:00,2022-08-01 16:51:17.400000+00:00,2022-08-01 16:53:55.049999872+00:00,157,,2022-08-01 16:54:01.500000+00:00,2022-08-01 16:54:26.916202+00:00,31,,2022-08-01 16:54:05.700000+00:00,2022-08-01 16:54:30.615773+00:00,2022-08-01 16:54:20.500000+00:00,2022-08-01 16:54:29.543681+00:00,2022-08-01 16:55:10.900000+00:00,2022-08-01 16:55:31.158999+00:00,2022-08-01 16:55:33.610695+00:00,2022-08-01 16:55:34.376149+00:00,99
2022-08-01 16:55:34.388925+00:00,2022-08-01 16:56:17.400000+00:00,2022-08-01 16:58:55.056249856+00:00,157,,2022-08-01 16:59:01+00:00,2022-08-01 16:59:33.385596+00:00,38,,2022-08-01 16:59:05.100000+00:00,2022-08-01 16:59:33.539141+00:00,2022-08-01 16:59:17.100000+00:00,2022-08-01 16:59:33.849816+00:00,2022-08-01 17:00:10.800000+00:00,2022-08-01 17:00:35.860816+00:00,2022-08-01 17:00:38.613211+00:00,2022-08-01 17:00:39.616654+00:00,104
2022-08-01 17:04:14.369230+00:00,2022-08-01 17:06:17.400000+00:00,2022-08-01 17:08:55.068749824+00:00,157,,2022-08-01 17:09:00.600000+00:00,2022-08-01 17:09:34.637616+00:00,39,,2022-08-01 17:09:09.700000+00:00,2022-08-01 17:09:44.267931+00:00,2022-08-01 17:09:23.800000+00:00,2022-08-01 17:09:37.229031+00:00,2022-08-01 17:10:16.200000+00:00,2022-08-01 17:10:29.222982+00:00,2022-08-01 17:10:31.620017+00:00,2022-08-01 17:10:32.382074+00:00,97
2022-08-01 17:10:32.395000+00:00,2022-08-01 17:11:17.400000+00:00,2022-08-01 17:13:55.100000+00:00,157,,2022-08-01 17:14:01+00:00,2022-08-01 17:14:34.328009+00:00,39,,2022-08-01 17:14:05+00:00,2022-08-01 17:14:36.779025+00:00,2022-08-01 17:14:19.300000+00:00,2022-08-01 17:14:36.905228+00:00,2022-08-01 17:15:06.700000+00:00,2022-08-01 17:15:22.351070+00:00,2022-08-01 17:15:25.127562+00:00,2022-08-01 17:15:25.894508+00:00,90
2022-08-01 17:15:25.906404+00:00,2022-08-01 17:16:17.400000+00:00,2022-08-01 17:18:55.075000064+00:00,157,,2022-08-01 17:19:01.500000+00:00,2022-08-01 17:19:30.734695+00:00,35,,2022-08-01 17:19:04.900000+00:00,2022-08-01 17:19:33.196037+00:00,2022-08-01 17:19:16.600000+00:00,2022-08-01 17:19:34.527290+00:00,2022-08-01 17:20:05.100000+00:00,2022-08-01 17:20:26.279272+00:00,2022-08-01 17:20:28.914837+00:00,2022-08-01 17:20:29.698594+00:00,94
2022-08-01 17:20:29.711655+00:00,2022-08-01 17:21:17.400000+00:00,2022-08-01 17:23:55.075000064+00:00,157,,2022-08-01 17:24:01.800000+00:00,2022-08-01 17:24:34.000210+00:00,38,,2022-08-01 17:24:07.400000+00:00,2022-08-01 17:24:38.848105+00:00,2022-08-01 17:24:21+00:00,2022-08-01 17:24:37.778607+00:00,2022-08-01 17:25:18.700000+00:00,2022-08-01 17:25:23.416165+00:00,2022-08-01 17:25:25.887478+00:00,2022-08-01 17:25:26.650750+00:00,91
2022-08-01 17:25:26.664988+00:00,2022-08-01 17:26:17.400000+00:00,2022-08-01 17:28:55.100000+00:00,157,,2022-08-01 17:29:01.200000+00:00,2022-08-01 17:29:33.536936+00:00,38,,2022-08-01 17:29:05.100000+00:00,2022-08-01 17:29:34.805088+00:00,2022-08-01 17:29:17.500000+00:00,2022-08-01 17:29:36.139157+00:00,2022-08-01 17:30:13.100000+00:00,2022-08-01 17:30:30.806542+00:00,2022-08-01 17:30:33.340940+00:00,2022-08-01 17:30:34.110138+00:00,99
2022-08-01 17:30:34.121689+00:00,2022-08-01 17:31:17.400000+00:00,2022-08-01 17:33:55.049999872+00:00,157,,2022-08-01 17:34:00.900000+00:00,2022-08-01 17:34:34.811699+00:00,39,,2022-08-01 17:34:06+00:00,2022-08-01 17:34:39.676127+00:00,2022-08-01 17:34:17.600000+00:00,2022-08-01 17:34:38.608519+00:00,2022-08-01 17:35:12.200000+00:00,2022-08-01 17:35:23.993532+00:00,2022-08-01 17:35:26.442799+00:00,2022-08-01 17:35:27.209154+00:00,92
2022-08-01 17:35:27.222443+00:00,2022-08-01 17:36:17.400000+00:00,2022-08-01 17:38:55.106249984+00:00,157,,2022-08-01 17:39:00.900000+00:00,2022-08-01 17:39:33.304918+00:00,38,,2022-08-01 17:39:06.100000+00:00,2022-08-01 17:39:39.357591+00:00,2022-08-01 17:39:19.900000+00:00,2022-08-01 17:39:37.086307+00:00,2022-08-01 17:40:07.600000+00:00,2022-08-01 17:40:33.573316+00:00,2022-08-01 17:40:36.132180+00:00,2022-08-01 17:40:36.902845+00:00,101
2022-08-01 17:40:36.917208+00:00,2022-08-01 17:41:17.400000+00:00,2022-08-01 17:43:55.106249984+00:00,157,,2022-08-01 17:44:00.400000+00:00,2022-08-01 17:44:24.569074+00:00,29,,2022-08-01 17:44:05.800000+00:00,2022-08-01 17:44:29.420840+00:00,2022-08-01 17:44:18.300000+00:00,2022-08-01 17:44:28.356305+00:00,2022-08-01 17:45:17.300000+00:00,2022-08-01 17:45:26.059776+00:00,2022-08-01 17:45:28.691694+00:00,2022-08-01 17:45:29.527600+00:00,94
2022-08-01 17:45:29.540369+00:00,2022-08-01 17:46:17.400000+00:00,2022-08-01 17:48:55.093750016+00:00,157,,2022-08-01 17:49:00.800000+00:00,2022-08-01 17:49:23.240869+00:00,28,,2022-08-01 17:49:05.100000+00:00,2022-08-01 17:49:40.196915+00:00,2022-08-01 17:49:17.100000+00:00,2022-08-01 17:49:37.929318+00:00,2022-08-01 17:50:07.600000+00:00,2022-08-01 17:50:36.398590+00:00,2022-08-01 17:50:38.992988+00:00,2022-08-01 17:50:39.767408+00:00,104
2022-08-01 17:50:39.781363+00:00,2022-08-01 17:51:17.400000+00:00,2022-08-01 17:53:55.100000+00:00,157,,2022-08-01 17:54:02.700000+00:00,2022-08-01 17:54:33.724194+00:00,38,,2022-08-01 17:54:07+00:00,2022-08-01 17:54:33.791101+00:00,2022-08-01 17:54:21.300000+00:00,2022-08-01 17:54:33.920553+00:00,2022-08-01 17:55:17.200000+00:00,2022-08-01 17:55:40.217511+00:00,2022-08-01 17:55:42.782836+00:00,2022-08-01 17:55:43.570749+00:00,108
2022-08-01 17:55:43.583866+00:00,2022-08-01 17:56:17.400000+00:00,2022-08-01 17:58:55.087500032+00:00,157,,2022-08-01 17:59:01.400000+00:00,2022-08-01 17:59:32.175357+00:00,37,,2022-08-01 17:59:05.700000+00:00,2022-08-01 17:59:36.808072+00:00,2022-08-01 17:59:16.900000+00:00,2022-08-01 17:59:35.644170+00:00,2022-08-01 18:00:16.500000+00:00,2022-08-01 18:00:30.415386+00:00,2022-08-01 18:00:33.179452+00:00,2022-08-01 18:00:34.060708+00:00,98
2022-08-01 18:04:13.855026+00:00,2022-08-01 18:06:17.400000+00:00,2022-08-01 18:08:55.100000+00:00,157,,2022-08-01 18:09:01+00:00,2022-08-01 18:09:19.278534+00:00,24,,2022-08-01 18:09:10.500000+00:00,2022-08-01 18:09:42.156900+00:00,2022-08-01 18:09:24.300000+00:00,2022-08-01 18:09:41.089927+00:00,2022-08-01 18:10:20.300000+00:00,2022-08-01 18:10:37.370675+00:00,2022-08-01 18:10:39.842677+00:00,2022-08-01 18:10:40.610154+00:00,105
